Food Name,Calories,Carbohydrates (g),Sugars (g),Fat (g),Protein (g),Fiber (g),Vitamin_A_µg,Vitamin_B_complex_mg,Vitamin_C_mg,Vitamin_D_µg,Vitamin_E_mg,Vitamin_K_µg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg,Sodium_mg,Category,Cuisine,Meal_Type
"Innocent Madras Veg Pot, 380 g",130.8,16.8,0.0,4.0,4.4,0.0,26.7,0.61,5.0,0.1,0.47,9.23,17.9,0.58,145.7,12.9,0.55,173,Dinner,Pakistani,Lunch
"Lamb Vindaloo (No Rice), 449.23 g",240.4,21.2,0.0,10.0,17.2,0.0,5.8,0.13,3.3,0.06,0.83,10.66,5.9,0.43,109.1,5.8,0.22,179,Dinner,Pakistani,Dinner
"Patanjali Patanjali Pushtahar Dalia (Multi-grain Dalia) , 0.07 cup or 50 g or 1.76 oz",21.6,4.4,0.0,0.0,0.8,0.0,38.0,0.27,3.6,0.05,0.69,11.08,30.9,2.46,204.9,23.3,0.49,365,Lunch,Pakistani,Lunch
"Haldirams Bhujia Sev , 0.06 cup (50g)",30.0,2.0,0.0,2.0,0.4,0.0,29.6,0.26,8.6,0.0,0.11,2.45,10.7,0.78,17.5,20.4,0.42,141,Dinner,Pakistani,Lunch
"Roti Prata, 3 piece",254.4,31.2,0.0,12.0,2.4,0.0,30.6,0.31,1.5,0.03,0.53,5.72,16.5,0.7,145.0,18.9,0.11,10,Lunch,Global,Lunch
"Innocent Tasty Veg Pot Daal Curry, 380 g",127.6,14.8,0.0,4.0,4.4,0.0,70.7,0.57,1.0,0.13,0.97,4.64,10.0,1.64,189.4,13.8,0.04,75,Dinner,Global,Dinner
"Home Made Rajma Kidney Bean Curry, 1.5 cup cooked",93.2,18.0,0.0,2.0,6.8,0.0,21.8,0.01,5.3,0.09,0.34,6.34,32.2,0.41,247.1,16.0,0.21,218,Dinner,Pakistani,Dinner
"Mainland China/ Sizzling Chocolate Brownie W/O Icecream, 1/2 brownie",97.2,15.6,0.0,4.0,1.2,0.0,0.0,0.34,6.2,0.11,0.96,3.92,56.9,0.12,39.0,2.1,0.22,144,Dinner,Pakistani,Lunch
"365 Basmati White Rice, 3/8 cup dry",102.0,23.6,0.0,0.0,2.4,0.0,0.0,0.12,0.1,0.13,0.29,6.21,50.8,0.75,173.0,8.0,0.88,415,Dinner,Pakistani,Lunch
"Youfoodz Butter Chicken and Brown Rice with Naan Bread, 1 serve",172.8,16.8,0.0,4.8,15.2,0.0,24.9,0.33,1.4,0.02,0.1,2.6,44.9,0.02,200.1,5.7,0.06,342,Breakfast,Global,Breakfast
"Take Out Chicken Tikka Starter [Dry], 1 portion",62.0,1.2,0.0,1.6,10.4,0.0,0.0,0.11,6.1,0.05,0.34,6.08,2.9,2.04,243.6,24.8,0.94,229,Dinner,Pakistani,Dinner
"Deep Gourmet Garlic Naan, 2 piece",200.0,38.4,0.0,3.2,4.0,0.0,17.4,0.15,6.5,0.04,0.61,10.96,27.6,0.17,38.1,8.0,0.28,173,Breakfast,Pakistani,Breakfast
"Amy's Gluten Free Aloo Mattar Wrap Canada, 1 wrap",100.0,12.8,0.0,3.6,3.6,0.0,13.7,0.16,0.7,0.06,0.21,2.7,26.3,0.77,156.6,15.5,0.31,315,Dinner,Pakistani,Lunch
"Homemade Chapati, 1 piece",28.8,6.8,0.0,2.0,1.2,0.0,0.0,0.29,0.9,0.12,0.44,12.9,18.5,0.79,190.8,26.3,0.15,212,Breakfast,Pakistani,Breakfast
"Pc Mango Chutney Chutney, 1 tbsp.",24.0,5.6,0.0,0.0,0.0,0.0,16.5,0.13,3.8,0.06,0.69,6.09,37.9,0.35,67.5,3.4,0.54,64,Lunch,Pakistani,Lunch
"Kheer Rice Pudding, 1.8 oz.",24.0,8.0,0.0,1.2,1.2,0.0,18.2,0.51,5.0,0.07,0.28,12.32,34.3,1.8,84.9,2.9,0.58,72,Lunch,Pakistani,Lunch
"Pita Bread (Naan), 1 piece",54.8,7.6,0.0,2.0,1.6,0.0,30.2,0.26,0.0,0.01,0.9,3.51,37.6,0.06,51.3,7.6,0.63,203,Breakfast,Pakistani,Breakfast
"365 Basmati White Rice, 1/4 cup dry",60.0,13.6,0.0,0.4,1.2,0.0,0.0,0.57,1.4,0.06,0.06,2.73,26.1,0.95,59.8,11.0,1.4,147,Dinner,Pakistani,Lunch
"Food Puri, 2 piece",89.6,12.8,0.0,4.0,2.4,0.0,1.6,0.17,4.4,0.22,0.28,10.0,23.1,0.23,51.6,9.8,0.02,148,Lunch,Pakistani,Lunch
"Aloo Gajar Matar Sabzi (Potato, Carrot, Peas Curry), 1 serving",103.2,12.8,0.0,6.4,2.4,0.0,26.3,0.08,2.4,0.16,0.35,0.23,27.6,1.57,60.5,10.6,0.51,204,Dinner,Global,Lunch
"Deli Barfi, 3 per cubic inch",70.8,9.6,0.0,3.2,1.6,0.0,55.6,0.22,3.2,0.0,1.08,10.6,31.0,0.89,67.1,10.4,0.37,302,Lunch,Pakistani,Lunch
"Looneyspoons: Mulligatawnski Southern Soup With Curried Chicken, Apples & Quinoa, 0.5 Serving",46.0,4.4,0.0,1.2,4.4,0.0,0.0,0.24,5.7,0.11,0.11,30.64,16.9,0.27,138.7,28.9,0.07,180,Dinner,Pakistani,Dinner
"Marks and Spencer Starter Selection, 0.35 pack (125g)",95.2,7.2,0.0,6.4,2.0,0.0,0.0,0.31,3.4,0.15,0.85,4.57,22.3,0.77,159.1,12.4,0.4,399,Dinner,Pakistani,Lunch
"Best Basmati Premium, 45 gm",60.0,14.0,0.0,0.0,1.2,0.0,0.0,0.29,8.4,0.14,0.13,2.37,1.7,0.06,196.4,2.4,0.04,54,Dinner,Pakistani,Lunch
"Asda Pilau Rice, 187.5 g",136.4,25.2,0.0,2.8,0.0,0.0,44.8,0.16,5.5,0.13,1.04,4.96,3.0,1.01,249.7,7.8,0.13,314,Dinner,Global,Lunch
"Homemade South Karapusa, 0.4 cup",61.2,9.2,0.0,1.2,2.0,0.0,0.0,0.4,4.6,0.03,0.22,12.02,32.1,0.39,85.1,11.7,0.42,354,Lunch,Pakistani,Lunch
"Tesco Onion Bhajis, 2 pieces",92.0,7.2,0.0,6.0,2.0,0.0,32.9,0.28,0.1,0.04,0.13,6.55,5.8,0.29,277.5,19.5,0.1,305,Dinner,Pakistani,Lunch
"South Sweets Palgova (1pc /20g), 1 piece",22.0,3.6,0.0,0.8,0.4,0.0,14.1,0.44,3.7,0.04,0.72,3.83,18.0,0.85,112.5,12.1,0.17,107,Lunch,Pakistani,Lunch
"Homemade Kaddu Ki Sabzi [ Pumpkin Vegetable], 2 bowl",44.8,9.2,0.0,1.2,1.2,0.0,13.6,0.17,2.5,0.02,0.98,21.75,42.2,0.96,332.6,4.2,1.16,75,Dinner,Pakistani,Lunch
"Rice Select Kasmati Basmati Rice, 0.1875 cup dry (45g)",45.2,10.4,0.0,0.0,0.8,0.0,10.4,0.28,1.2,0.12,0.25,3.72,0.8,1.25,67.7,27.3,0.89,10,Lunch,Pakistani,Lunch
"Lean Cuisine Butter Chicken With Rice, 370 g",156.0,22.8,0.0,3.6,6.4,0.0,17.6,0.32,7.2,0.02,0.29,11.64,18.5,1.0,161.3,20.5,0.09,140,Dinner,Pakistani,Dinner
"Masala Tea, 1 Mug (0.5 pint)",24.0,3.2,0.0,0.8,0.4,0.0,16.0,0.19,2.1,0.21,0.06,9.77,3.7,1.0,67.9,4.3,0.65,118,Lunch,Pakistani,Lunch
"Homemade Bhindi Subzi (Okra), 1 cup",100.0,2.0,0.0,4.0,0.4,0.0,33.4,0.16,2.7,0.1,0.13,7.1,32.4,2.66,160.0,3.9,0.26,238,Dinner,Pakistani,Lunch
"Pipers Crisps Sea Salt and Black Pepper, 40 g",87.6,8.0,0.0,4.8,1.2,0.0,17.4,0.05,2.7,0.11,0.31,6.88,19.2,2.01,58.1,10.2,0.53,135,Dinner,Pakistani,Lunch
Mutton Soup Recipe (Bohra Khurdi),46.8,2.8,0.0,3.6,1.2,0.0,38.8,0.36,1.1,0.04,1.37,11.0,8.0,0.68,93.2,10.9,0.09,158,Dinner,Pakistani,Dinner
"Chicken Rogan Josh, 110 g",132.0,6.0,0.0,7.2,12.4,0.0,0.0,0.44,7.4,0.01,0.56,7.09,3.2,1.8,98.3,3.0,0.37,208,Dinner,Pakistani,Dinner
"Nanak (Costco) Paneer ( Cottage Cheese), 15 pieces (30g)",108.0,1.2,0.0,8.4,7.2,0.0,0.0,0.41,2.6,0.03,0.78,3.44,30.1,0.74,34.3,7.8,0.4,190,Lunch,Pakistani,Lunch
"Sodexo Chicken Curry, 0.5 cup",62.0,2.8,0.0,4.4,4.0,0.0,35.6,0.2,7.3,0.09,0.21,1.37,8.9,1.01,116.8,8.0,0.84,32,Lunch,Global,Lunch
"Yoghurt Mint Sauce, 15 ml",8.4,0.4,0.0,0.4,0.4,0.0,19.5,0.19,3.3,0.07,0.56,1.99,55.4,0.07,94.5,7.7,0.37,132,Lunch,Pakistani,Lunch
"Trader Joes Fare Jaipur Vegetables, 1 package (142g/5oz)",136.0,8.0,0.0,8.8,5.6,0.0,63.2,0.01,0.3,0.03,0.43,6.43,37.9,1.55,40.9,8.1,0.19,614,Dinner,Pakistani,Lunch
"Baingan Bhartha Eggplant Curry Eggplant Curry , 1 cup",32.0,4.0,0.0,2.4,3.2,0.0,0.0,0.0,1.4,0.03,0.07,5.59,5.5,1.53,217.9,19.6,0.61,233,Breakfast,Pakistani,Breakfast
"Brach's Corn Candy (21 oz Bag), 16 pieces (39g)",47.2,11.6,0.0,0.0,0.0,0.0,20.9,0.03,3.0,0.17,1.15,5.43,42.7,0.4,13.0,16.9,0.63,230,Lunch,Pakistani,Lunch
"Mushroom Rice, 1.13 portion",76.8,12.0,0.0,2.4,2.0,0.0,0.0,0.05,3.0,0.06,0.34,5.34,2.6,0.39,1.0,12.7,0.9,240,Lunch,Pakistani,Lunch
"Homemade Besan Sev, 0.5 Cup",74.8,4.8,0.0,5.6,1.6,0.0,33.3,0.21,2.1,0.13,0.0,17.33,27.3,0.3,43.0,12.0,0.36,10,Lunch,Pakistani,Lunch
"Sukhi's Authentic Cuisine Tandoori Spiced Chicken, 2.5 oz.",42.0,1.6,0.0,1.6,6.0,0.0,0.0,0.45,5.8,0.26,0.01,2.96,32.3,0.55,138.3,11.3,0.17,78,Dinner,Pakistani,Dinner
"Homemade Dal Dhokli, 150 g",120.0,20.0,0.0,1.2,7.2,0.0,56.2,0.09,0.2,0.13,0.61,10.63,42.4,0.34,25.5,26.9,0.16,247,Lunch,Global,Lunch
"& Pakistan Meal Chicken Vandaloo, 1 Serving",160.0,3.2,0.0,8.0,18.8,0.0,2.0,0.29,3.8,0.14,0.01,8.63,2.2,0.53,16.2,0.3,0.8,10,Breakfast,Pakistani,Breakfast
"Pret South Tomato and Lentil Soup, 370 g",72.4,10.4,0.0,1.2,4.0,0.0,6.9,0.47,0.2,0.11,0.22,0.02,72.5,0.55,223.1,17.3,0.21,464,Dinner,Pakistani,Lunch
"Sukhi's Authentic Cuisine Chicken Tikka Masala (Costco), 7.5 oz",120.0,2.4,0.0,4.4,15.2,0.0,0.0,0.28,3.6,0.09,0.11,3.29,24.7,0.39,32.9,34.4,0.21,10,Dinner,Pakistani,Dinner
"Avi Spiced Rice , 2 oz",30.4,5.6,0.0,0.4,0.8,0.0,34.8,0.26,4.0,0.01,0.06,2.21,13.0,1.27,146.9,16.0,0.6,352,Lunch,Pakistani,Lunch
"Salted Pumpkin Seeds, 0.31 oz (9 grams)",14.4,0.4,0.0,1.2,0.8,0.0,45.7,0.07,2.3,0.07,0.29,17.04,26.6,0.51,210.8,6.6,0.32,388,Lunch,Pakistani,Lunch
"Daal Lentils, 75 g",30.4,5.2,0.0,0.4,2.0,0.0,15.5,0.26,3.9,0.02,0.84,17.4,4.5,0.96,156.6,22.8,0.88,177,Dinner,Pakistani,Lunch
"Onion Baji, 3 piece",126.0,11.2,0.0,8.0,2.4,0.0,37.9,0.56,8.1,0.06,0.03,13.79,22.8,0.29,56.5,2.5,0.22,215,Dinner,Pakistani,Lunch
"Maggi *authentic Noodles, 1 serving",144.0,18.8,0.0,5.6,2.8,0.0,42.1,0.16,1.9,0.07,1.18,4.85,5.9,0.62,102.4,13.9,0.24,10,Lunch,Pakistani,Lunch
"Biscuits Biscuits, 2 pcs",128.0,15.2,0.0,6.4,2.4,0.0,53.0,0.02,5.4,0.07,0.9,3.95,38.7,0.77,174.2,11.9,0.74,357,Dinner,Pakistani,Lunch
"Food Khichdi, 1 Plate",41.2,0.0,0.0,0.0,0.0,0.0,33.4,0.19,2.4,0.04,0.54,3.6,42.6,0.74,77.6,18.4,0.07,234,Dinner,Global,Lunch
"Tesco for Two Vegetable Curry, 50 g",17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,6.2,0.02,0.81,3.55,2.2,1.3,205.5,11.3,0.67,58,Dinner,Pakistani,Dinner
"Deep Gourmet Shrikand, 30 g (2oz)",31.6,4.4,0.0,1.6,0.0,0.0,25.6,0.22,0.8,0.11,0.01,14.22,29.7,0.03,122.6,4.8,0.33,136,Dinner,Pakistani,Lunch
"Roundhouse Cafe Beef Vindaloo Spicy Beef Stew Simmered With Tomato, Curry Paste, Potatoes, Coconut Milk and Cilantro , 1 cup",121.2,10.0,0.0,5.6,8.4,0.0,0.0,0.18,0.8,0.1,0.22,8.99,52.4,0.76,164.5,3.8,0.41,230,Lunch,Pakistani,Lunch
"Mango Pickle, 7.5 g",4.4,0.4,0.0,0.4,0.0,0.0,0.0,0.1,9.5,0.06,0.59,4.87,2.0,0.17,41.2,13.9,1.0,69,Dinner,Pakistani,Lunch
"West Curry Chicken, 0.5 cup",114.8,7.2,0.0,6.4,7.2,0.0,39.2,0.23,2.1,0.01,1.04,0.77,10.5,0.15,31.6,10.7,0.53,384,Dinner,Pakistani,Dinner
Eggplant Fries Recipe,143.2,16.8,0.0,6.4,4.4,0.0,0.0,0.2,1.3,0.04,0.4,7.53,38.4,0.95,94.4,24.8,1.02,359,Breakfast,Global,Breakfast
"Wolfgang Pucks North Chicken Curry, 1.5 serving(s)",155.2,16.0,0.0,4.0,12.8,0.0,33.8,0.6,8.2,0.21,0.64,14.99,64.9,0.77,5.8,9.5,0.56,231,Dinner,Pakistani,Dinner
Soft Roti Recipe (with Secret Tips),35.6,5.6,0.0,1.2,1.2,0.0,0.0,0.25,1.5,0.07,0.03,1.89,17.4,0.76,119.7,25.6,0.0,210,Lunch,Pakistani,Lunch
"(Uk) Peshwari Naan, 0.75 Portion",199.2,30.4,0.0,6.0,6.4,0.0,0.0,0.14,0.1,0.08,0.08,4.45,50.9,0.83,75.1,10.0,1.06,184,Breakfast,Pakistani,Breakfast
"Vegetable Shaslik, 1 plate",217.6,0.0,0.0,0.0,0.0,0.0,23.5,0.08,4.4,0.06,0.21,7.42,5.5,0.43,221.6,22.4,0.29,125,Lunch,Pakistani,Lunch
"Pret A Manger South Tomato & Spice Soup, 370 g",72.4,10.4,0.0,1.2,4.0,0.0,3.9,0.12,2.1,0.03,0.36,11.65,39.9,0.17,108.0,1.3,0.4,170,Dinner,Pakistani,Lunch
Tikka Paratha Roll Bake,316.8,18.4,0.0,23.6,7.2,0.0,15.3,0.04,1.6,0.11,0.85,4.32,32.2,1.09,233.5,3.6,0.67,367,Breakfast,Pakistani,Breakfast
"Sainsbury's Tarka Daal, 150 g",59.6,7.6,0.0,1.6,2.8,0.0,0.0,0.05,0.4,0.07,0.63,12.31,5.9,0.08,225.3,17.2,0.43,291,Dinner,Pakistani,Lunch
"Garlic Naan, 0.3 naan",46.4,8.0,0.0,2.4,1.6,0.0,0.0,0.25,5.6,0.02,0.14,2.24,8.2,0.17,1.2,16.4,0.37,10,Breakfast,Pakistani,Breakfast
"Tesco Chicken Curry, 350 g",184.8,6.4,0.0,10.8,16.0,0.0,0.0,0.06,1.6,0.08,0.52,7.0,5.0,0.59,117.2,7.8,0.01,177,Dinner,Pakistani,Lunch
"Chicken Jalfrezi, 0.8 plate",132.8,3.2,0.0,8.8,12.0,0.0,60.8,0.15,2.2,0.06,0.19,3.53,11.1,0.43,87.4,26.8,0.07,235,Dinner,Pakistani,Dinner
"Generic Food Vegetable Rice, 0.7 cup",84.0,0.0,0.0,0.0,0.0,0.0,19.2,0.41,6.2,0.08,0.14,0.01,38.8,0.78,148.0,13.1,0.79,30,Lunch,Pakistani,Lunch
"Tesco Onion Bhajis, 1 pieces",46.0,3.6,0.0,2.8,0.8,0.0,18.7,0.17,5.2,0.05,0.51,6.25,24.4,0.45,266.5,15.9,0.01,257,Lunch,Pakistani,Lunch
"Generic Homemade Pulau, 0.33 cup",42.8,0.0,0.0,0.0,0.0,0.0,42.7,0.28,9.7,0.08,0.0,6.87,38.6,0.76,253.2,10.6,0.65,340,Dinner,Pakistani,Lunch
"Janet and Greta Podleski Coconut Curry Chicken Thighs, 1 cup",155.2,8.0,0.0,6.4,15.6,0.0,0.0,0.12,4.6,0.07,0.36,13.29,34.8,0.37,25.7,15.5,0.84,333,Dinner,Pakistani,Lunch
"Chicken Saagwala, 1 bowl",141.2,4.4,0.0,6.8,16.4,0.0,0.0,0.05,1.7,0.04,0.3,0.21,11.7,0.02,195.3,12.6,0.33,107,Dinner,Pakistani,Dinner
"Home Made Chicken Breast Curry, 1.5 cup (cooked)",111.2,0.8,0.0,2.0,16.4,0.0,26.6,0.12,5.8,0.14,0.26,17.48,20.4,0.53,149.2,14.0,0.16,306,Dinner,Pakistani,Dinner
"Chicken Lollypop, 0.5 plate",88.4,6.8,0.0,4.4,6.0,0.0,0.0,0.0,1.4,0.09,0.28,5.93,2.3,0.31,102.0,20.6,0.4,348,Dinner,Pakistani,Dinner
"Pure Foods Grass-Fed Ghee, 0.3 tablespoon",14.4,0.0,0.0,1.6,0.0,0.0,4.4,0.63,9.2,0.12,0.39,1.51,35.7,0.0,52.8,6.6,0.17,342,Dinner,Pakistani,Lunch
Chocolate Cold Cake Recipe,49.2,8.4,0.0,1.6,1.6,0.0,0.0,0.4,8.4,0.02,0.05,6.03,51.9,0.93,64.2,1.0,0.05,230,Dinner,Pakistani,Lunch
"Poppadum, 2 poppadum",60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.9,0.21,0.64,18.81,28.5,0.26,225.9,11.7,0.49,213,Lunch,Pakistani,Lunch
"Easy Beef Curry, 0.1 cup (240 ml)",11.2,1.6,0.0,0.4,0.8,0.0,24.7,0.27,1.7,0.07,0.1,7.67,17.7,0.75,164.9,10.4,0.55,71,Dinner,Pakistani,Lunch
"Rice Basmati Rice, 50 gram",40.0,8.0,0.0,0.0,1.2,0.0,30.4,0.17,4.6,0.0,0.1,11.9,6.3,1.37,122.6,8.9,0.35,293,Lunch,Pakistani,Lunch
"Lamb Jalfrezi, 0.25 Plate",50.4,0.4,0.0,3.6,3.2,0.0,42.8,0.39,4.1,0.06,0.53,4.64,41.5,1.32,38.5,3.3,0.12,366,Dinner,Pakistani,Dinner
"Generic South Peanut Chutney, 4 TBSP",47.2,2.8,0.0,4.4,1.6,0.0,20.9,0.43,6.9,0.08,0.28,10.32,1.6,0.45,26.8,23.8,0.13,421,Dinner,Pakistani,Lunch
"Food Paneer Cheese Cheese, 1 oz",32.0,0.4,0.0,2.0,2.8,0.0,0.0,0.27,4.4,0.14,0.16,2.59,0.6,1.38,36.9,20.9,0.24,194,Lunch,Pakistani,Lunch
"Fish Cakes, 3 serving(s)",142.0,8.4,0.0,8.0,9.2,0.0,49.8,0.01,7.7,0.29,1.33,3.38,16.8,1.37,111.4,11.1,0.76,270,Dinner,Pakistani,Lunch
"Spiced Apple Chutney Recipe, 0.25 serving(s)",17.6,4.8,0.0,0.0,0.0,0.0,29.8,0.3,7.3,0.14,0.02,3.29,69.4,0.24,181.1,8.9,0.21,63,Lunch,Pakistani,Lunch
"Sukhi's Authentic Cuisine Tandoori Spiced Chicken, 4 oz.",67.2,2.4,0.0,2.4,9.2,0.0,34.8,0.15,1.2,0.02,0.06,4.66,6.3,1.28,33.0,26.2,0.59,213,Dinner,Pakistani,Dinner
"Homemade Okra Fry (Bhindi), 0.5 cup cooked",36.4,4.0,0.0,2.0,0.8,0.0,0.0,0.18,8.8,0.05,0.43,4.4,27.2,1.94,199.6,11.3,0.67,306,Dinner,Global,Lunch
"Homemade Shrimp Curry, 120 g",143.6,12.4,0.0,4.4,12.8,0.0,43.1,0.17,5.2,0.01,0.26,1.19,13.1,0.73,188.8,10.1,1.49,445,Dinner,Pakistani,Dinner
"Aldi Bilash Mango Chutney ( Dip Selection), 23 g",16.8,4.0,0.0,0.0,0.0,0.0,19.1,0.08,7.0,0.04,0.15,3.31,17.8,0.63,133.1,13.0,0.31,390,Dinner,Pakistani,Lunch
"(Uk Peshwari Naan, 0.67 Portion",102.0,26.8,0.0,5.2,5.6,0.0,48.9,0.18,3.1,0.04,0.82,1.08,47.1,0.52,51.2,17.4,0.28,313,Breakfast,Pakistani,Breakfast
"Naan Bread, 40 g",49.6,6.8,0.0,2.0,1.2,0.0,0.0,0.01,0.8,0.01,0.18,12.17,22.9,1.69,142.5,18.5,0.84,405,Breakfast,Pakistani,Breakfast
"Aloo Matar Masala, 387.9 g",141.6,24.0,0.0,4.0,3.6,0.0,0.0,0.36,5.5,0.13,1.14,1.61,25.7,0.18,290.8,9.3,0.28,167,Lunch,Pakistani,Lunch
"by Sainsbury's Channa Masala, 1 container (300.00 g)",127.2,0.0,0.0,7.2,0.0,0.0,0.0,0.07,1.9,0.24,0.57,10.76,44.4,2.07,21.7,2.2,0.08,149,Lunch,Pakistani,Lunch
"Generic Boiled Rice 350g Foil Container, 1 container (350 gs ea.)",155.6,35.2,0.0,0.4,3.2,0.0,16.6,0.21,1.6,0.17,0.3,3.99,8.8,0.3,80.7,3.0,0.35,59,Dinner,Pakistani,Lunch
"Deep Gourmet Garlic Naan, 0.75 piece",72.0,14.0,0.0,0.8,2.0,0.0,5.4,0.03,6.5,0.09,0.17,6.47,24.5,1.15,131.4,24.8,0.58,357,Breakfast,Global,Breakfast
"River Orange Juice, 8 fl 0z",44.0,9.6,0.0,0.0,0.4,0.0,0.0,0.11,3.7,0.08,0.45,12.5,20.6,0.18,138.4,6.2,1.75,297,Dinner,Pakistani,Lunch
"(Uk) Chicken Biryani, 350 g",191.2,26.4,0.0,5.6,8.8,0.0,0.0,0.21,2.6,0.0,0.06,14.94,49.6,0.8,12.7,16.3,1.02,425,Dinner,Pakistani,Dinner
"Food.Com Best Healthy Vegan Naan Bread, 1 naan",71.6,14.8,0.0,0.4,1.2,0.0,11.6,0.33,1.4,0.08,0.86,4.39,6.5,0.68,101.9,17.2,0.22,477,Breakfast,Pakistani,Breakfast
"Rice Basmati Rice, 0.25 cup",20.4,4.4,0.0,0.0,0.4,0.0,3.9,0.17,6.3,0.13,0.5,1.3,19.5,0.93,162.0,7.1,0.07,116,Lunch,Global,Lunch
"Saravanaa Bhavan North Thali, 1 thali meal",320.0,0.0,0.0,0.0,0.0,0.0,8.9,0.16,1.2,0.02,0.12,9.3,24.5,1.06,58.4,24.2,0.27,449,Lunch,Pakistani,Lunch
"River Orange Juice, 16 fl 0z",88.0,19.2,0.0,0.0,0.8,0.0,22.1,0.25,2.2,0.01,0.18,3.61,7.4,1.27,134.7,16.9,0.31,168,Dinner,Pakistani,Lunch
"Generic Snack Pani Puri With Stuffing, 20 stuffed",0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.08,1.6,0.11,0.07,4.98,39.5,0.55,14.4,2.3,0.33,411,Dinner,Global,Lunch
"Generic Green Beans, 1 cup cooked",40.8,3.2,0.0,2.8,0.8,0.0,9.4,0.06,0.7,0.09,0.49,11.93,5.3,1.26,196.9,1.4,0.17,91,Lunch,Pakistani,Lunch
"Pataks pickle, 10 g",10.8,0.8,0.0,0.8,0.0,0.0,83.2,0.32,11.6,0.13,0.17,2.32,29.7,0.95,73.8,0.1,1.72,198,Dinner,Pakistani,Lunch
"Asda Chicken Bhuna (450g Tub), 225 g",101.6,3.6,0.0,5.2,9.2,0.0,2.7,0.22,8.4,0.04,0.38,0.12,3.4,1.74,213.7,12.9,0.11,36,Dinner,Pakistani,Dinner
"Tesco Sag Aloo, 100 Grams",52.0,4.4,0.0,3.2,0.8,0.0,0.0,0.1,1.0,0.05,0.99,9.51,0.7,1.57,54.9,13.4,0.49,414,Lunch,Pakistani,Lunch
"Generic Sag Aloo Spinach, Potatoes, Tomatoes, 0.5 (611g)",100.4,16.8,0.0,3.2,2.8,0.0,0.0,0.07,0.8,0.01,0.48,5.7,29.8,1.61,329.0,13.0,0.84,167,Lunch,Pakistani,Lunch
"Homemade Methi Ki Roti, 4 roti",126.4,21.2,0.0,4.0,4.0,0.0,40.3,0.22,1.3,0.09,0.18,16.83,7.3,1.23,187.5,9.7,0.93,10,Lunch,Pakistani,Lunch
"Waitrose Coriander & Garlic Naan, 0.67 naan (150g)",105.6,19.6,0.0,1.2,3.6,0.0,0.0,0.27,3.5,0.09,0.5,8.0,15.5,0.92,69.6,0.6,0.79,429,Breakfast,Pakistani,Breakfast
"Generic Lamb Balti Average , 1 container",216.0,4.8,0.0,14.0,10.0,0.0,28.8,0.47,1.2,0.16,0.34,10.64,19.7,1.64,137.9,0.1,0.98,77,Dinner,Pakistani,Dinner
"Lamb Vindaloo, 0.33 cups",47.6,0.4,0.0,4.0,2.8,0.0,45.3,0.43,4.2,0.1,0.41,18.64,18.0,0.29,133.7,2.9,0.07,460,Dinner,Pakistani,Dinner
"Chicken Biriani, 182.5 gm",104.0,0.0,0.0,0.0,0.0,0.0,6.1,0.29,0.2,0.1,0.48,12.33,0.1,0.15,95.4,4.3,0.63,45,Dinner,Pakistani,Dinner
"Homemade Tea, 2 cup",24.0,4.8,0.0,0.8,1.6,0.0,10.4,0.37,6.2,0.3,0.1,0.3,31.4,0.99,31.5,12.8,0.18,58,Lunch,Pakistani,Lunch
"Pilau Rice, 1/4 Pack",56.8,11.2,0.0,0.8,0.4,0.0,0.0,0.05,5.3,0.31,0.44,7.67,5.8,0.63,92.0,19.2,0.49,356,Dinner,Pakistani,Lunch
"Generic Basmati Rice Cooked, 1.5 cup cooked",123.2,26.8,0.0,0.4,2.4,0.0,5.0,0.01,12.9,0.13,0.17,4.77,77.7,2.05,239.5,9.4,1.37,275,Dinner,Pakistani,Lunch
"Generic Chicken Chili (Per Chacha Answers), 2.5 cup",178.0,10.8,0.0,4.8,22.0,0.0,8.5,0.15,1.0,0.11,0.38,1.19,52.7,1.77,160.8,17.7,0.86,210,Dinner,Pakistani,Dinner
"Boondi Ladoo, 1.5 piece (50gm)",111.2,12.8,0.0,8.4,2.4,0.0,54.7,0.14,3.3,0.22,0.86,5.4,51.6,1.47,161.8,8.4,0.05,131,Lunch,Global,Lunch
"Prawn Curry Garlic & Coriander, 1 serving",82.4,2.0,0.0,3.2,12.0,0.0,0.0,0.01,3.0,0.02,1.18,2.28,44.6,1.01,209.1,10.4,0.28,416,Dinner,Pakistani,Dinner
"Restaurants Chicken Manchurian, 148.4 g",90.4,4.4,0.0,5.6,5.6,0.0,54.5,0.11,0.5,0.05,0.11,10.83,25.7,0.56,168.3,17.0,0.26,452,Dinner,Pakistani,Dinner
"Beans and Potato, 0.67 katori",28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.32,7.6,0.04,1.2,1.94,43.5,0.83,226.8,1.4,0.55,109,Lunch,Pakistani,Lunch
"Food Vegetable Biryani, 1 Cup",116.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,0.2,0.08,0.92,5.46,28.2,1.68,80.0,16.3,0.01,586,Dinner,Pakistani,Dinner
