Food Name,Calories,Carbohydrates (g),Sugars (g),Fat (g),Protein (g),Fiber (g),Vitamin_A_µg,Vitamin_B_complex_mg,Vitamin_C_mg,Vitamin_D_µg,Vitamin_E_mg,Vitamin_K_µg,Calcium_mg,Iron_mg,Potassium_mg,Magnesium_mg,Zinc_mg,Sodium_mg,Category,Cuisine,Meal_Type
"Curd Dahi, 0.5 small bowl 100gm Slow-cooked",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,12.1,0.07,0.2,2.76,4.2,0.44,198.0,11.9,0.64,484,Snack,Pakistani,Snack
"(Uk Sheek Kebab, 2 piece Hyderabadi Herbed Low-fat Grilled Light Low-fat",89.1,0.0,0.0,5.8,15.3,0.0,66.2,0.13,7.3,0.04,1.1,14.95,16.6,0.58,63.9,6.3,0.29,41,Snack,Pakistani,Snack
"night (chx tikka, rice, pakora), 1.5 serving(s) Punjabi Herbed",419.6,69.4,0.0,6.1,12.4,0.0,19.9,0.16,5.0,0.07,0.25,4.37,69.8,2.69,98.8,19.0,0.77,378,Snack,Pakistani,Snack
"Paneer Pakora, 1 piece Grilled",30.6,0.0,0.0,2.1,0.0,0.0,5.8,0.26,3.9,0.15,0.09,7.3,43.7,0.95,121.1,23.9,0.4,10,Snack,Pakistani,Snack
"That Drink Raspberry Cinnamon Lassi, 1 container (237 ml) Low-fat Slow-cooked",45.6,7.4,0.0,1.2,2.2,0.0,89.6,0.44,2.7,0.1,0.75,9.0,31.3,0.73,143.1,12.3,0.4,235,Snack,Pakistani,Snack
"Tesco 12 Snack Selection (Mini Vegetable Pakoras), 2 pakora - Dry",43.1,2.3,0.0,5.3,0.0,0.0,34.6,0.32,2.6,0.01,0.3,2.5,19.6,1.06,129.8,25.2,0.21,349,Snack,Pakistani,Snack
"Homemade Samosa Large, 0.5 piece - Slow-cooked Spicy",54.7,0.0,0.0,0.0,0.0,0.0,39.9,0.45,1.8,0.07,0.55,8.86,25.2,0.26,199.0,20.0,0.34,102,Snack,Global,Snack
"Samosa Vegetable Samosa, 1 samosa Crispy",56.9,4.4,0.0,6.1,1.0,0.0,0.0,0.18,4.0,0.07,0.79,8.3,21.0,1.4,137.6,7.8,0.4,363,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 2 vegetable samosa Herbed",29.7,3.7,0.0,1.2,1.0,0.0,58.9,0.39,4.2,0.18,0.32,0.48,40.2,0.11,164.4,11.1,0.47,158,Snack,Pakistani,Snack
"Paneer Pakora, 1 piece Slow-cooked Smoky Masaledar",42.8,0.0,0.0,1.6,0.0,0.0,0.0,0.66,0.2,0.03,0.18,9.82,56.4,1.11,193.4,2.3,0.85,372,Snack,Pakistani,Snack
"Food Samosa Meat and Veg, 2 Samosa (35 Grams) Light Punjabi",83.9,12.0,0.0,1.8,5.5,0.0,0.0,0.22,7.1,0.11,0.02,6.72,4.5,0.06,125.5,16.2,0.54,247,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 2 vegetable samosa Masaledar Crispy",29.0,3.7,0.0,2.1,1.0,0.0,93.3,0.31,2.2,0.08,0.33,9.65,6.8,1.61,120.4,18.7,0.52,238,Snack,Pakistani,Snack
"Deep Gourmet Potato & Pea Cocktail Samosa, 10 pieces (3g) Light Hyderabadi",48.5,5.9,0.0,0.0,1.8,0.0,11.3,0.16,9.8,0.11,0.14,6.84,16.1,0.37,40.6,12.7,0.63,137,Snack,Pakistani,Snack
"Sitar Cuisine Chana Masala (Chick Peas), 7.5 oz Herbed",89.9,10.7,0.0,4.5,3.9,0.0,0.6,0.59,0.2,0.02,0.15,5.78,16.2,1.18,125.0,6.3,0.14,241,Snack,Pakistani,Snack
Dry Fruits Mix Punjabi Herbed,65.5,23.8,0.0,9.1,4.4,0.0,25.5,0.39,1.3,0.11,0.95,6.72,1.8,1.11,26.5,17.9,0.76,10,Snack,Pakistani,Snack
"Boti Lamb Kebab, 1 serving 50 grams Punjabi Tandoori - Buttery",181.9,23.0,0.0,3.2,16.7,0.0,17.7,0.31,4.5,0.02,0.32,11.45,9.0,0.53,35.1,1.8,0.12,391,Snack,Pakistani,Snack
Dry Fruits Mix Masaledar Buttery Dry,115.2,41.8,0.0,7.1,2.0,0.0,39.6,0.29,6.2,0.09,0.8,8.07,22.0,0.94,27.8,40.6,0.61,314,Snack,Pakistani,Snack
Vegetable Samosa Grilled,121.6,16.3,0.0,3.6,2.3,0.0,15.1,0.13,5.9,0.18,0.29,4.17,5.9,0.68,137.4,15.5,0.22,299,Snack,Pakistani,Snack
"Fitness raw nuts almonds, hazelnut, cashew, 30 g Smoky",73.8,3.0,0.0,7.0,1.7,0.0,0.0,0.46,6.6,0.03,0.01,19.32,15.7,0.43,45.2,24.2,0.19,185,Snack,Pakistani,Snack
"Samosa Chaat, 266.8 g Crispy Grilled",113.0,19.0,0.0,7.1,10.1,0.0,0.0,0.24,6.5,0.07,0.9,9.1,18.7,0.03,135.9,11.3,0.75,128,Snack,Global,Snack
"Samosa Chaat, 156 g Tandoori Slow-cooked",85.1,14.2,0.0,3.8,5.6,0.0,49.8,0.43,5.9,0.07,0.59,0.52,5.1,0.05,106.3,7.0,0.47,194,Snack,Pakistani,Snack
"Deep Gourmet Pakora Spinach, 2.5 pieces Tandoori Spicy",53.9,4.7,0.0,3.8,1.6,0.0,33.1,0.22,1.1,0.17,0.44,2.06,9.1,1.12,58.1,18.4,0.71,81,Snack,Pakistani,Snack
"Samosa Chaat, 106.72 g Light Hyderabadi",80.7,13.8,0.0,2.0,3.4,0.0,0.0,0.42,11.7,0.1,0.48,1.82,19.5,0.88,105.4,22.8,0.47,265,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 4 vegetable pakora Home-cooked Grilled Masaledar Dry",45.7,4.4,0.0,1.0,1.0,0.0,45.5,0.13,5.0,0.21,0.73,13.99,11.8,1.76,277.3,28.4,1.06,339,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 3 samosa Dry",168.2,12.9,0.0,15.9,1.9,0.0,45.5,0.29,7.0,0.03,0.47,8.98,35.3,0.8,89.7,24.0,0.28,355,Snack,Pakistani,Snack
Dry Fruits Mix Punjabi Herbed Masaledar,68.9,25.0,0.0,9.0,3.7,0.0,73.1,0.31,9.0,0.1,0.36,1.67,35.7,0.87,198.8,37.1,0.08,362,Snack,Pakistani,Snack
"Food Samosa Meat and Veg, 2 Samosa (35 Grams) Hyderabadi Low-fat",74.1,10.5,0.0,1.8,4.7,0.0,37.6,0.49,2.1,0.01,1.07,18.09,12.9,0.72,105.8,24.6,0.59,161,Snack,Pakistani,Snack
"Paneer Pakora, 0.25 piece Herbed Masaledar",10.0,0.0,0.0,0.4,0.0,0.0,0.0,0.27,3.6,0.02,0.71,18.56,31.2,0.84,31.6,17.9,0.59,171,Snack,Pakistani,Snack
"Chana Masala, 0.25 cup (275g) Herbed Light",34.9,6.1,0.0,0.8,1.0,0.0,16.9,0.21,6.9,0.21,0.7,15.29,11.8,0.26,13.0,13.6,0.53,436,Snack,Pakistani,Snack
"Deep Gourmet Original Potato Pea Samosa, 1 Pieces (53g) Slow-cooked Home-cooked",19.9,2.5,0.0,1.5,0.3,0.0,12.1,0.34,3.4,0.01,0.11,13.3,32.9,0.11,69.0,13.7,0.17,193,Snack,Pakistani,Snack
Keema Samosa Recipe Dry,49.2,8.8,0.0,1.6,0.6,0.0,0.0,0.2,0.4,0.01,0.11,1.83,41.4,1.66,154.1,18.1,0.5,340,Snack,Pakistani,Snack
"Chana Cury, 0.5 cup cooked Herbed Punjabi",56.5,6.8,0.0,2.3,2.5,0.0,31.1,0.08,3.2,0.08,0.13,0.03,23.1,0.05,100.9,7.4,0.06,379,Snack,Pakistani,Snack
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 80 g Smoky Herbed",56.8,6.4,0.0,5.2,1.7,0.0,0.0,0.25,8.5,0.04,0.42,4.08,12.5,0.56,40.1,11.9,0.66,264,Snack,Pakistani,Snack
"Iceland Platter Vegetable Pakora, 4 vegetable pakora Home-cooked Hyderabadi Spicy",42.1,4.1,0.0,1.7,1.9,0.0,44.1,0.15,4.3,0.05,0.06,3.05,19.2,0.28,146.7,26.8,0.01,144,Snack,Pakistani,Snack
"Pakoras Vegetable Fritters, 6 fritters Spicy Tandoori",111.0,7.9,0.0,5.8,1.9,0.0,36.1,0.29,5.9,0.07,0.0,17.13,43.0,1.09,291.9,16.9,0.14,420,Snack,Pakistani,Snack
"Schweppes Diet Tonic Water Classic Mixers, 0.5 container (750 mls ea.) - Punjabi Tandoori",10.0,0.0,0.0,0.0,0.0,0.0,34.5,0.43,0.2,0.08,0.72,4.24,69.1,0.82,38.8,17.8,0.74,78,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora Punjabi Slow-cooked Tandoori Light Smoky",113.2,11.5,0.0,6.6,4.6,0.0,51.1,0.33,5.6,0.16,0.18,7.5,13.0,0.07,71.8,25.2,0.65,306,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 0.5 Samosa (50g) Low-fat Herbed Tandoori Punjabi",33.7,7.9,0.0,1.9,0.4,0.0,19.0,0.08,2.6,0.07,1.19,10.54,2.3,1.0,26.2,13.1,0.44,84,Snack,Pakistani,Snack
"Homemade Kala Chana, 1/4 cup Spicy Slow-cooked",15.7,2.7,0.0,0.4,0.7,0.0,25.3,0.11,1.3,0.01,0.09,7.22,41.3,0.44,181.2,0.8,0.12,348,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 1 Samosa (50g) Crispy",49.1,0.0,0.0,1.8,0.0,0.0,50.7,0.12,2.6,0.11,0.21,2.31,10.6,1.03,166.8,18.3,0.45,161,Snack,Pakistani,Snack
"Vegetable Samosa, 0.13 samosa Spicy Crispy Light",10.5,0.5,0.0,0.2,0.0,0.0,8.6,0.41,0.7,0.03,0.4,12.69,5.0,0.39,89.6,4.7,0.93,132,Snack,Pakistani,Snack
"Neha's Inspired Frozen Yoghurt Mango & Honey Lassi, 90 g Dry",54.0,6.0,0.0,3.7,1.4,0.0,0.0,0.2,4.1,0.06,0.08,1.0,16.1,0.48,45.1,22.7,0.38,212,Snack,Pakistani,Snack
"Quorn 8 Samosas, 4 samosa Slow-cooked Punjabi",66.5,6.8,0.0,4.5,1.5,0.0,32.9,0.18,9.3,0.01,0.93,8.8,14.5,1.72,106.6,13.9,0.29,88,Snack,Pakistani,Snack
"Haldiram's Classic Soan Papdi Premium 500g Pack, 1 pc = 26 g Dry Low-fat",41.3,4.3,0.0,2.4,1.0,0.0,94.7,0.12,3.6,0.04,0.78,3.88,8.2,2.43,51.2,18.4,0.77,97,Snack,Pakistani,Snack
"Sitar Cuisine Chana Masala (Chick Peas), 2 oz Punjabi",26.0,3.1,0.0,1.4,1.0,0.0,42.8,0.5,5.5,0.05,0.11,17.41,40.2,0.24,234.6,8.2,0.12,446,Snack,Pakistani,Snack
"night (chx tikka, rice, pakora), 1.25 serving(s) Buttery Low-fat Light",221.0,36.5,0.0,6.4,6.2,0.0,0.0,0.25,11.0,0.03,1.01,4.74,38.9,1.28,170.9,15.9,0.26,504,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 3 vegetable samosa Home-cooked",40.6,5.3,0.0,1.4,0.9,0.0,80.2,0.3,0.8,0.01,0.83,10.7,34.4,2.35,163.5,10.1,0.34,147,Snack,Pakistani,Snack
Boiled Egg Grilled,54.0,29.2,0.0,0.8,3.5,0.0,0.0,0.53,2.3,0.06,0.45,0.37,64.4,0.99,84.2,9.1,0.34,103,Snack,Pakistani,Snack
"Paneer Pakora, 0.25 piece Herbed Punjabi",12.0,0.0,0.0,0.4,0.0,0.0,41.8,0.05,3.5,0.19,0.61,5.21,15.8,1.65,35.6,5.6,0.65,339,Snack,Pakistani,Snack
"Chana Cury, 0.5 cup cooked Herbed Punjabi Spicy",65.7,7.9,0.0,2.5,2.7,0.0,0.0,0.06,11.4,0.13,0.91,7.06,24.5,0.67,124.4,25.6,1.02,132,Snack,Pakistani,Snack
"Quorn 8 Samosas, 4 samosa Smoky Slow-cooked",97.2,9.9,0.0,3.9,2.8,0.0,0.0,0.11,5.9,0.06,0.49,19.25,3.1,0.9,156.4,18.8,0.24,236,Snack,Pakistani,Snack
Dried Dates Pudding Recipe Grilled Home-cooked Hyderabadi,159.9,17.3,0.0,5.6,2.0,0.0,10.0,0.08,9.6,0.05,0.26,2.79,1.0,0.9,86.5,26.8,0.39,314,Snack,Global,Snack
"Recipes Chana Dal, 1/4 cup Punjabi Masaledar",66.4,11.2,0.0,2.0,5.5,0.0,40.0,0.21,3.2,0.04,0.78,2.61,12.1,1.1,146.9,5.8,0.31,192,Snack,Pakistani,Snack
Dried Dates Pudding Recipe Punjabi Crispy,105.2,11.4,0.0,6.4,2.9,0.0,60.0,0.54,2.3,0.07,0.69,4.08,28.8,0.08,109.4,9.2,0.52,33,Snack,Global,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora - Masaledar Buttery",99.2,10.1,0.0,3.5,1.9,0.0,57.7,0.35,1.4,0.18,0.12,4.22,21.7,0.33,148.9,16.4,0.09,192,Snack,Pakistani,Snack
"Sweets Gulab Jambun, 0.5 pc cooked Hyderabadi",34.9,5.9,0.0,1.4,0.4,0.0,0.0,0.07,1.5,0.21,0.55,14.27,8.8,0.96,145.3,26.8,0.21,235,Snack,Pakistani,Snack
"Homemade Kala Chana, 1.3 cup Dry",69.2,11.7,0.0,1.2,4.3,0.0,0.0,0.12,1.6,0.1,0.12,12.98,5.9,0.86,159.8,32.3,0.11,286,Snack,Pakistani,Snack
"Vegetable Samosa, 3 samosa Smoky",265.9,16.0,0.0,12.5,1.9,0.0,4.1,0.32,3.0,0.28,0.75,13.67,13.0,0.27,161.7,26.4,0.86,255,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 0.5 Samosa (50g) Low-fat Herbed Crispy",20.7,4.9,0.0,1.0,0.4,0.0,77.3,0.48,7.6,0.14,0.05,5.33,90.2,1.87,109.7,23.4,0.37,295,Snack,Pakistani,Snack
"Homemade Samosa Large, 0.5 piece Dry",74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.14,2.5,0.12,0.89,4.62,12.2,0.69,27.7,18.2,0.27,307,Snack,Global,Snack
"Samosa Vegetable Samosa, 1.3 samosa - Dry Herbed",74.8,5.9,0.0,6.9,1.8,0.0,31.1,0.05,0.9,0.09,0.77,5.68,22.9,0.36,117.7,29.2,0.47,81,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora - Masaledar Buttery Crispy",92.5,9.4,0.0,4.1,2.1,0.0,0.0,0.3,7.3,0.08,0.49,4.9,8.5,0.92,154.7,11.7,0.79,443,Snack,Pakistani,Snack
"Sitar Cuisine Chana Masala (Chick Peas), 1 oz Grilled Herbed Herbed Punjabi",11.4,1.3,0.0,0.5,0.2,0.0,0.0,0.34,10.6,0.12,0.16,11.9,19.1,1.41,105.7,20.2,0.55,263,Snack,Pakistani,Snack
"Paneer Pakora, 0.25 piece Grilled",10.0,0.0,0.0,0.3,0.0,0.0,9.5,0.42,3.4,0.0,0.21,4.53,34.0,0.3,33.9,20.1,0.46,261,Snack,Pakistani,Snack
"Sheek Kebab, 55 g Punjabi Tandoori Spicy Punjabi Tandoori",72.6,0.0,0.0,0.0,0.0,0.0,0.0,0.15,4.1,0.03,0.38,16.56,23.3,1.19,190.0,0.3,0.9,276,Snack,Pakistani,Snack
Dry Fruits Mix Crispy Spicy,86.9,31.5,0.0,7.8,3.6,0.0,46.2,0.05,8.5,0.15,0.24,5.27,7.3,0.46,83.3,14.4,0.46,37,Snack,Pakistani,Snack
Dry Fruits Mix Masaledar Buttery Herbed - Home-cooked,135.6,49.2,0.0,4.9,2.5,0.0,20.7,0.22,2.1,0.15,0.06,3.91,70.1,1.63,136.8,9.0,0.14,394,Snack,Pakistani,Snack
"Schweppes Diet Tonic Water Classic Mixers, 0.5 container (750 mls ea.) - Punjabi Tandoori Crispy",10.0,0.0,0.0,0.0,0.0,0.0,55.7,0.11,9.2,0.04,0.64,1.46,5.6,1.66,127.9,9.2,0.47,109,Snack,Pakistani,Snack
"Amy's Samosa Wrap, 1 wrap (142g) - Spicy",97.7,13.6,0.0,3.6,2.7,0.0,0.0,0.06,0.5,0.25,0.25,3.32,15.7,0.57,154.6,1.7,0.03,49,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 2 vegetable samosa Masaledar Crispy Low-fat",23.3,3.0,0.0,2.6,1.1,0.0,35.0,0.19,7.1,0.21,0.43,26.7,17.9,0.23,125.9,13.3,1.19,371,Snack,Pakistani,Snack
"Samosa Chaat, 106.72 g Light Smoky",84.1,14.4,0.0,3.0,3.3,0.0,12.0,0.03,8.3,0.04,0.36,8.13,28.4,1.44,158.5,15.9,0.08,233,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 10 piece Grilled",364.9,19.2,0.0,15.4,43.0,0.0,0.0,0.06,1.9,0.14,0.37,16.33,29.9,0.56,86.6,10.1,0.13,245,Snack,Pakistani,Snack
"Boti Lamb Kebab, 1 serving 50 grams Punjabi - Masaledar",163.4,20.7,0.0,5.5,17.3,0.0,31.2,0.04,1.5,0.1,0.82,9.89,6.0,1.0,248.9,14.3,0.04,56,Snack,Pakistani,Snack
"Homemade Meal With Salt Chana Dal Cooked, 1/2 cup cooked Masaledar",142.3,24.4,0.0,5.1,8.4,0.0,0.0,0.31,6.9,0.17,0.14,14.95,30.3,0.54,139.6,25.3,0.16,468,Snack,Pakistani,Snack
"Food Samosa Meat and Veg, 1 Samosa (35 Grams) Light - Hyderabadi Crispy Dry",36.5,5.3,0.0,0.9,2.9,0.0,31.6,0.15,8.1,0.01,0.25,13.46,11.0,0.1,42.6,20.6,0.08,10,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 0.2 piece Slow-cooked Dry",10.0,0.3,0.0,0.6,0.6,0.0,0.0,0.08,0.6,0.12,0.74,1.34,20.1,1.33,187.0,15.4,0.64,309,Snack,Global,Snack
Chikki Masaledar,67.5,24.8,0.0,7.3,3.7,0.0,10.9,0.21,6.1,0.03,0.44,4.1,42.0,1.08,3.9,6.4,0.73,344,Snack,Pakistani,Snack
"Pakoras Vegetable Fritters, 3 fritters - Light",52.1,3.4,0.0,2.4,0.8,0.0,84.3,0.06,6.1,0.13,0.03,18.96,5.0,0.36,34.1,13.2,0.81,182,Snack,Pakistani,Snack
"Boti Lamb Kebab, 1 serving 50 grams Punjabi - Grilled Light Grilled",229.6,29.2,0.0,4.0,20.4,0.0,0.0,0.55,4.2,0.15,0.2,16.39,8.3,0.35,158.6,8.9,0.21,239,Snack,Pakistani,Snack
"Punjabi Curry With Pakora Food, 1 cup Crispy Tandoori",174.7,19.4,0.0,5.2,7.6,0.0,15.9,0.12,13.4,0.1,0.66,13.32,18.3,0.45,241.5,18.2,0.06,111,Snack,Pakistani,Snack
"Moong Daal Dahi Vada, 0.25 pieces - Spicy Light",10.0,0.4,0.0,0.4,0.3,0.0,0.0,0.0,4.6,0.12,0.09,10.19,49.9,2.12,178.6,25.7,0.42,429,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 1.3 samosa - Grilled",85.9,6.8,0.0,5.7,1.0,0.0,5.5,0.11,12.0,0.12,0.98,11.83,69.0,1.54,73.4,0.1,0.1,296,Snack,Pakistani,Snack
"Homemade Kala Chana, 1 cup Home-cooked Light",85.0,14.0,0.0,1.4,2.4,0.0,14.1,0.07,0.7,0.04,0.46,3.65,5.7,1.01,251.4,28.9,0.58,206,Snack,Pakistani,Snack
"Homemade Kala Chana, 1.5 cup Home-cooked Light",101.0,16.8,0.0,2.0,6.8,0.0,20.7,0.02,1.4,0.11,1.06,0.25,1.4,0.01,83.4,0.2,0.82,10,Snack,Pakistani,Snack
"Take Away Chicken Pakora, 150 g Masaledar",58.9,4.1,0.0,2.8,1.0,0.0,54.6,0.09,0.0,0.08,0.29,5.63,15.8,0.64,259.3,1.4,1.33,396,Snack,Pakistani,Snack
"Deep Gourmet Original Potato Pea Samosa, 1 Pieces (53g) Low-fat",31.9,3.9,0.0,1.6,0.5,0.0,0.0,0.3,6.2,0.12,1.28,4.34,50.3,1.52,184.0,26.7,0.34,223,Snack,Pakistani,Snack
"Amy's Samosa Wrap, 1 wrap (142g) - Punjabi",128.0,17.9,0.0,2.9,2.9,0.0,62.9,0.11,6.6,0.24,0.71,7.76,6.5,0.87,19.2,10.2,0.04,259,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 1 Pakora Masaledar Smoky",49.8,5.2,0.0,2.2,1.8,0.0,32.7,0.34,1.5,0.12,0.53,3.53,25.3,1.84,113.4,19.4,0.71,220,Snack,Pakistani,Snack
"Tesco 12 Snack Selection (Mini Vegetable Samosas), 2 samosa Tandoori",85.5,10.3,0.0,3.6,1.5,0.0,0.0,0.48,10.8,0.02,0.8,5.35,22.0,0.74,150.8,13.6,0.24,348,Snack,Pakistani,Snack
"Chana Masala, 0.5 cup (275g) Herbed",104.6,17.7,0.0,1.9,3.1,0.0,50.7,0.46,1.1,0.03,1.08,0.47,15.1,0.4,225.7,29.2,0.43,582,Snack,Pakistani,Snack
"Sheek Kebab, 55 g - Home-cooked Spicy",45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.11,2.7,0.02,0.41,12.11,19.5,0.75,106.6,4.6,0.5,198,Snack,Pakistani,Snack
"Sweets Gulab Jambun, 1 pc cooked Home-cooked",79.6,13.4,0.0,1.8,1.2,0.0,0.0,0.02,2.0,0.01,0.93,13.29,35.1,1.23,130.4,22.4,0.28,537,Snack,Pakistani,Snack
"Samosa Vegetable Samosa, 1 samosa Low-fat",88.7,5.3,0.0,2.5,0.6,0.0,46.4,0.37,2.2,0.09,0.03,9.91,6.5,0.04,1.1,8.6,0.12,207,Snack,Pakistani,Snack
"Food Samosa Meat and Veg, 0.5 Samosa (35 Grams) - Grilled Spicy Home-cooked",16.4,2.2,0.0,0.6,1.1,0.0,66.6,0.05,8.6,0.06,0.26,2.97,56.5,0.41,224.0,14.3,1.14,10,Snack,Global,Snack
"Sheek Kebab, 55 g Punjabi Tandoori Spicy Punjabi Spicy Hyderabadi",67.6,0.0,0.0,0.0,0.0,0.0,32.2,0.14,4.7,0.3,0.24,11.11,4.3,1.46,192.5,7.1,0.71,343,Snack,Pakistani,Snack
"Homemade Kala Chana, 0.5 cup Low-fat Light",39.2,6.6,0.0,0.4,1.9,0.0,13.3,0.43,2.8,0.07,0.05,2.59,24.8,0.42,221.1,15.4,0.06,168,Snack,Pakistani,Snack
"Tesco Chicken Tikka Samosas, 2 samosa Smoky",127.4,12.3,0.0,6.1,2.6,0.0,32.3,0.27,0.5,0.13,0.04,7.05,54.7,0.99,57.2,13.1,0.41,167,Snack,Pakistani,Snack
"Iceland Platter Vegetable Samosas, 2 vegetable samosa Home-cooked Tandoori",31.4,3.9,0.0,1.3,1.1,0.0,33.2,0.08,13.0,0.03,0.72,0.42,32.7,0.61,83.5,6.1,0.11,358,Snack,Pakistani,Snack
"Chana Masala, 1 cup (275g) Smoky",200.1,33.9,0.0,3.4,3.6,0.0,14.3,0.11,2.5,0.04,1.0,17.68,6.9,0.39,162.8,11.6,0.55,48,Snack,Pakistani,Snack
"Homemade Kala Chana, 1 1/4 cup Smoky",80.6,13.4,0.0,0.8,4.2,0.0,0.0,0.22,2.0,0.1,0.39,4.52,38.6,0.39,220.5,19.0,0.36,244,Snack,Pakistani,Snack
"Sitar Cuisine Chana Masala (Chick Peas), 1 oz Grilled Herbed Herbed Smoky",10.0,1.1,0.0,0.5,0.2,0.0,4.7,0.45,2.7,0.12,0.34,7.52,14.8,1.38,96.1,16.9,0.86,104,Snack,Pakistani,Snack
"Asda Snacks Vegetable Pakora, 2 Pakora Herbed Tandoori",39.1,4.5,0.0,1.3,0.8,0.0,34.9,0.31,0.6,0.18,0.0,1.19,21.1,0.41,39.4,14.8,0.27,366,Snack,Pakistani,Snack
"Food Samosa Meat and Veg, 1 Samosa (35 Grams) Hyderabadi Home-cooked",21.8,3.2,0.0,0.7,2.0,0.0,0.0,0.48,0.4,0.02,0.25,9.89,0.2,0.28,20.1,14.8,0.77,369,Snack,Pakistani,Snack
Pakora Punjabi,89.6,10.5,0.0,21.1,3.9,0.0,10.3,0.31,3.4,0.01,0.64,10.53,48.1,0.12,163.8,10.7,0.21,423,Snack,Pakistani,Snack
Pakora Punjabi Punjabi,97.6,11.4,0.0,20.9,5.1,0.0,0.0,0.22,8.9,0.11,0.99,4.48,12.1,0.53,139.3,18.1,1.05,496,Snack,Pakistani,Snack
"Morrisons Mini Snack Vegetable Samosa, 1 Samosa Low-fat Hyderabadi Herbed",24.5,3.1,0.0,1.7,0.4,0.0,44.1,0.02,0.3,0.14,0.08,1.74,13.0,0.11,106.3,8.3,0.12,61,Snack,Pakistani,Snack
"Chicken Pakora (Reverse Engineered), 235 g Tandoori Grilled",136.9,7.9,0.0,6.2,15.1,0.0,18.8,0.03,0.0,0.14,0.61,18.71,2.5,1.03,111.1,12.1,0.55,10,Snack,Pakistani,Snack
"Homemade Kala Chana, 1/2 cup Grilled Herbed",49.5,8.5,0.0,0.4,1.2,0.0,16.2,0.17,5.6,0.03,0.32,5.12,8.2,0.86,135.8,7.7,0.54,91,Snack,Pakistani,Snack
"Moong Daal Dahi Vada, 2 pieces Home-cooked Hyderabadi",57.5,4.5,0.0,4.8,2.1,0.0,34.3,0.2,4.0,0.08,0.7,7.43,31.5,1.05,102.1,20.4,0.94,25,Snack,Pakistani,Snack
"Sainsbury's Vegetable Samosas, 1 Samosa (50g) Dry Herbed Tandoori",50.8,11.5,0.0,3.5,0.6,0.0,24.9,0.16,0.0,0.08,0.11,9.86,17.5,0.74,131.9,17.6,0.6,280,Snack,Pakistani,Snack
"M&s Modern Crispy Chaat Selection, 3.99 pieces Light - Grilled",112.2,12.4,0.0,4.4,5.7,0.0,0.3,0.16,11.9,0.04,0.16,21.11,18.6,0.89,115.1,10.0,0.02,120,Snack,Pakistani,Snack
Murabba Dry Grilled,94.5,17.7,0.0,13.2,8.9,0.0,26.4,0.33,5.3,0.14,0.19,8.97,6.3,0.51,95.3,17.9,0.27,161,Snack,Pakistani,Snack
"Gourmet Spinach Pakora, 6 pieces (130g) Low-fat Light",140.0,12.6,0.0,3.6,3.7,0.0,31.3,0.37,7.4,0.1,0.67,15.14,43.7,1.47,170.9,5.4,0.27,160,Snack,Pakistani,Snack
"Chana Masala, 1 cup (275g) Punjabi - Low-fat",143.6,24.4,0.0,3.9,7.2,0.0,0.0,0.11,6.9,0.03,0.84,16.21,8.0,1.67,49.9,4.9,0.83,10,Snack,Pakistani,Snack
"Homemade Kala Chana, 1/2 cup Grilled Herbed Masaledar",49.5,8.5,0.0,0.5,1.5,0.0,0.0,0.07,3.2,0.09,0.32,20.12,31.9,0.64,135.7,2.0,0.93,108,Snack,Pakistani,Snack
"(Uk Sheek Kebab, 2 piece Hyderabadi Light - Smoky",106.4,0.0,0.0,7.9,9.4,0.0,8.0,0.34,0.5,0.05,0.31,18.49,14.3,0.07,137.7,16.1,0.56,430,Snack,Pakistani,Snack
Dates Buttery Slow-cooked,101.5,19.7,0.0,16.2,0.8,0.0,0.0,0.16,8.2,0.09,0.31,17.57,36.8,0.79,74.6,8.7,0.2,371,Snack,Pakistani,Snack
"Homemade Kala Chana, 1/2 cup Grilled Light Crispy Buttery",52.3,8.9,0.0,0.3,1.3,0.0,30.7,0.04,15.5,0.03,0.13,20.95,30.7,2.15,127.5,7.8,0.05,29,Snack,Pakistani,Snack
